CustomerID,Recency,Frequency,Monetary,RScore,FM_score,rfm_segment
15107,312,1.3333333333333333,175.5,1,2,Hibernating
13925,93,1.3333333333333333,476.1,1,2,Hibernating
15410,85,1.1428571428571428,2990.3900000000008,1,2,Hibernating
17912,311,1.6666666666666667,213.16000000000005,1,2,Hibernating
16928,81,1.7,2760.3500000000004,1,3,At Risk
17504,207,1.8,2623.18,1,3,At Risk
17230,265,2,2984.4599999999996,1,3,At Risk
16766,274,2,1145.6,1,3,At Risk
17997,75,2,1829.6199999999997,1,3,At Risk
13564,355,2,965.77999999999975,1,3,At Risk
12967,359,2,1241.8,1,3,At Risk
14364,109,2,3354.65,1,3,At Risk
13388,132,2,603.25,1,3,At Risk
18121,150,2,673.10000000000014,1,3,At Risk
12424,163,2,1760.9600000000003,1,3,At Risk
14584,170,2,866.76,1,3,At Risk
15700,173,2,639.92999999999961,1,3,At Risk
15508,190,2,868.42000000000007,1,3,At Risk
14009,199,2,678.6099999999999,1,3,At Risk
14920,213,2,898.27,1,3,At Risk
15235,218,2,2142.71,1,3,At Risk
14154,240,2,682.91999999999985,1,3,At Risk
15881,313,2.5,491.44,1,3,At Risk
16866,141,3,108.24000000000001,1,3,At Risk
15920,155,4,158.55,1,3,At Risk
17955,199,4,548.8,1,3,At Risk
16919,157,1.375,2511.2500000000005,1,3,At Risk
17723,128,1.5,3276.4,1,3,At Risk
15808,307,1.3333333333333333,3314.2200000000007,1,3,At Risk
15704,141,1.3333333333333333,2022.47,1,3,At Risk
12843,160,1.4,1513.56,1,3,At Risk
17770,199,1.6666666666666667,794.76999999999987,1,3,At Risk
13631,100,1.4285714285714286,2220.42,1,3,At Risk
15939,90,1.5555555555555556,6100.01,1,4,Cant Lose Them
16553,164,1.7142857142857142,5507.3200000000006,1,4,Cant Lose Them
13093,276,2,6667.670000000001,1,4,Cant Lose Them
17312,139,3,644.3,1,4,Cant Lose Them
15332,367,4,1661.06,1,4,Cant Lose Them
16180,101,1.6,10099.629999999997,1,4,Cant Lose Them
16725,303,2.3333333333333335,663.82,1,4,Cant Lose Them
16745,87,2.125,7194.2999999999984,1,5,Cant Lose Them
17850,373,34,4783.4599999999991,1,5,Cant Lose Them
18073,115,3,3817.5200000000004,1,5,Cant Lose Them
13066,25,2,388.65,2,2,Customers Needing Attention
17357,25,2,351.28999999999991,2,2,Customers Needing Attention
12508,27,2,398.27,2,2,Customers Needing Attention
13727,29,2,333.48,2,2,Customers Needing Attention
16372,34,2,316.37999999999994,2,2,Customers Needing Attention
17608,34,2,193.42000000000007,2,2,Customers Needing Attention
17078,37,2,378.2000000000001,2,2,Customers Needing Attention
16884,38,2,429.84000000000003,2,2,Customers Needing Attention
12522,40,2,156.72,2,2,Customers Needing Attention
15821,45,2,446.36000000000007,2,2,Customers Needing Attention
16454,45,2,6.9,2,2,Customers Needing Attention
17186,47,2,144,2,2,Customers Needing Attention
14427,51,2,363.34000000000003,2,2,Customers Needing Attention
14624,58,2,225.84999999999997,2,2,Customers Needing Attention
16685,62,2,324.24,2,2,Customers Needing Attention
12512,67,2,138.03000000000006,2,2,Customers Needing Attention
16268,72,2,577.69999999999993,2,2,Customers Needing Attention
13321,73,2,567.3599999999999,2,2,Customers Needing Attention
16629,74,2,377.92999999999995,2,2,Customers Needing Attention
16837,32,1.125,2219.03,2,2,Customers Needing Attention
15622,44,1.125,3178.4099999999994,2,2,Customers Needing Attention
18059,24,1.5,306.46000000000004,2,2,Customers Needing Attention
16478,26,1.5,331.00000000000006,2,2,Customers Needing Attention
15787,27,1.5,816.85,2,2,Customers Needing Attention
16416,27,1.5,859.24999999999989,2,2,Customers Needing Attention
16930,27,1.5,312.55000000000013,2,2,Customers Needing Attention
17295,29,1.5,461.80000000000007,2,2,Customers Needing Attention
15427,34,1.5,1359.8399999999997,2,2,Customers Needing Attention
14592,36,1.5,537.06,2,2,Customers Needing Attention
14971,36,1.5,929.56999999999994,2,2,Customers Needing Attention
18035,36,1.5,698.49999999999989,2,2,Customers Needing Attention
14856,37,1.5,1019.78,2,2,Customers Needing Attention
16049,41,1.5,1041.9899999999993,2,2,Customers Needing Attention
12879,45,1.5,573.22,2,2,Customers Needing Attention
15215,47,1.5,573.74000000000012,2,2,Customers Needing Attention
15807,51,1.5,864.09999999999991,2,2,Customers Needing Attention
13016,74,1.5,709.33999999999992,2,2,Customers Needing Attention
14040,41,1.2,3236.9700000000007,2,2,Customers Needing Attention
13552,67,1.2,3154.5700000000006,2,2,Customers Needing Attention
12883,25,1.3333333333333333,593.87000000000012,2,2,Customers Needing Attention
15707,36,1.3333333333333333,868.98,2,2,Customers Needing Attention
16266,74,1.4,727.24,2,2,Customers Needing Attention
14239,44,1.1,2236.4500000000003,2,2,Customers Needing Attention
14776,52,1.1,2538.2999999999993,2,2,Customers Needing Attention
14462,67,1.1,1690.5700000000002,2,2,Customers Needing Attention
17220,25,1.1666666666666667,2984.5000000000009,2,2,Customers Needing Attention
17790,27,1.1666666666666667,1808.4000000000003,2,2,Customers Needing Attention
16880,31,1.1666666666666667,1237.13,2,2,Customers Needing Attention
17193,36,1.1666666666666667,1699.3000000000002,2,2,Customers Needing Attention
17965,38,1.1666666666666667,2257.27,2,2,Customers Needing Attention
15129,51,1.2222222222222223,3330.0499999999997,2,2,Customers Needing Attention
13871,23,1.3,5548.05,2,3,Customers Needing Attention
14234,23,2,775.46000000000015,2,3,Customers Needing Attention
16070,23,2,852.14999999999986,2,3,Customers Needing Attention
17397,23,2,652.50999999999988,2,3,Customers Needing Attention
18123,25,2,589.43999999999994,2,3,Customers Needing Attention
14882,27,2,589.7,2,3,Customers Needing Attention
12685,29,2,2514.93,2,3,Customers Needing Attention
16986,30,2,1873.2,2,3,Customers Needing Attention
17084,36,2,2754,2,3,Customers Needing Attention
14179,41,2,665.87999999999988,2,3,Customers Needing Attention
15478,41,2,1186.4700000000003,2,3,Customers Needing Attention
17459,44,2,605,2,3,Customers Needing Attention
17934,52,2,674.8,2,3,Customers Needing Attention
16934,55,2,876.22999999999979,2,3,Customers Needing Attention
12822,71,2,901.97999999999979,2,3,Customers Needing Attention
14164,71,2,1631.7700000000002,2,3,Customers Needing Attention
17545,44,3,451.70999999999975,2,3,Customers Needing Attention
15516,45,3,53.930000000000007,2,3,Customers Needing Attention
16656,23,1.25,8506.8,2,3,Customers Needing Attention
17690,31,1.25,3571.1499999999996,2,3,Customers Needing Attention
12431,36,1.25,5994.7500000000018,2,3,Customers Needing Attention
15505,53,1.25,3610.96,2,3,Customers Needing Attention
16187,32,1.5,6664.7400000000007,2,3,Customers Needing Attention
17317,47,1.5,2600.34,2,3,Customers Needing Attention
14944,30,1.2,5479.3,2,3,Customers Needing Attention
12712,29,1.0833333333333333,3368.03,2,3,Customers Needing Attention
17652,26,1.3333333333333333,4501.12,2,3,Customers Needing Attention
14543,29,1.3333333333333333,2330.89,2,3,Customers Needing Attention
14360,32,1.3333333333333333,1732.83,2,3,Customers Needing Attention
17613,23,1.4,4265.85,2,3,Customers Needing Attention
14808,40,1.4,2119.6200000000003,2,3,Customers Needing Attention
15827,74,1.4,1623.4400000000003,2,3,Customers Needing Attention
14800,48,1.0909090909090908,3903.59,2,3,Customers Needing Attention
15301,51,1.0909090909090908,4745.6500000000005,2,3,Customers Needing Attention
18226,45,1.1,5082.0500000000011,2,3,Customers Needing Attention
17837,43,1.6,1196.63,2,3,Customers Needing Attention
15955,25,1.1666666666666667,4194.3099999999995,2,3,Customers Needing Attention
15291,26,1.1666666666666667,4320.7,2,3,Customers Needing Attention
13384,31,1.1666666666666667,3943.48,2,3,Customers Needing Attention
14057,24,1.4166666666666667,6081.8600000000006,2,3,Customers Needing Attention
15805,24,1.4166666666666667,5333.9299999999985,2,3,Customers Needing Attention
13695,32,1.6666666666666667,2444.13,2,3,Customers Needing Attention
16362,33,1.6666666666666667,706.36999999999989,2,3,Customers Needing Attention
15249,32,1.4444444444444444,6613.76,2,3,Customers Needing Attention
17716,23,1.2222222222222223,5425.4900000000007,2,3,Customers Needing Attention
15719,33,1.1818181818181819,4984.9099999999989,2,3,Customers Needing Attention
17656,74,2.5,1454.59,2,4,At Risk
17461,23,3,742.50999999999976,2,4,At Risk
13447,24,3,1075.5900000000001,2,4,At Risk
16120,60,4,1309.1399999999999,2,4,At Risk
12415,25,1.8181818181818181,115158.98000000003,2,4,At Risk
14680,26,1.3333333333333333,28388.710000000003,2,4,At Risk
17865,31,1.5833333333333333,8790.42,2,4,At Risk
15513,34,1.5833333333333333,12643.920000000002,2,4,At Risk
17061,74,1.8333333333333333,3948.4800000000009,2,4,At Risk
16843,43,1.6,10122.619999999999,2,4,At Risk
17377,24,1.6666666666666667,3634.6699999999996,2,4,At Risk
15125,26,1.6666666666666667,10575.88,2,4,At Risk
17719,38,1.6666666666666667,4189.4400000000005,2,4,At Risk
16029,39,5.166666666666667,72542.489999999991,2,5,At Risk
16729,39,2.625,6878.57,2,5,At Risk
17509,58,8,6115.1400000000012,2,5,At Risk
17203,36,3,3507.05,2,5,At Risk
17237,12,2,314.69,3,2,Customers Needing Attention
17852,12,2,114.34,3,2,Customers Needing Attention
17595,13,2,378.84,3,2,Customers Needing Attention
15872,15,2,311.17999999999995,3,2,Customers Needing Attention
16343,17,2,310.78000000000003,3,2,Customers Needing Attention
16352,18,2,494.44000000000005,3,2,Customers Needing Attention
13673,19,2,307.27000000000004,3,2,Customers Needing Attention
17432,19,2,365.76,3,2,Customers Needing Attention
14664,20,2,568.24,3,2,Customers Needing Attention
18034,22,2,422.87999999999994,3,2,Customers Needing Attention
16942,13,1.125,1734.7399999999998,3,2,Customers Needing Attention
16066,17,1.25,1437.87,3,2,Customers Needing Attention
14116,20,1.25,1163.8400000000001,3,2,Customers Needing Attention
15022,12,1.5,845.18999999999994,3,2,Customers Needing Attention
18096,12,1.5,822.64999999999941,3,2,Customers Needing Attention
18130,16,1.5,1000.1399999999999,3,2,Customers Needing Attention
16020,17,1.5,809.01,3,2,Customers Needing Attention
16079,17,1.5,1307.1,3,2,Customers Needing Attention
16900,17,1.5,854.26000000000033,3,2,Customers Needing Attention
16164,18,1.5,782.58,3,2,Customers Needing Attention
13212,20,1.5,585.87999999999988,3,2,Customers Needing Attention
16533,20,1.5,999.66,3,2,Customers Needing Attention
12498,22,1.5,349.7,3,2,Customers Needing Attention
13991,13,1.2,855.97,3,2,Customers Needing Attention
16607,18,1.0833333333333333,2638.66,3,2,Customers Needing Attention
13880,22,1.0833333333333333,2989.8199999999997,3,2,Customers Needing Attention
15571,12,1.3333333333333333,641.93000000000006,3,2,Customers Needing Attention
12936,18,1.3333333333333333,1063.9,3,2,Customers Needing Attention
13247,18,1.3333333333333333,501.11999999999995,3,2,Customers Needing Attention
16712,19,1.1111111111111112,2937.43,3,2,Customers Needing Attention
13742,17,1.0909090909090908,2121.37,3,2,Customers Needing Attention
16744,12,1.1666666666666667,1142.3600000000001,3,2,Customers Needing Attention
13437,15,1.1666666666666667,2859.8599999999988,3,2,Customers Needing Attention
17562,15,1.1666666666666667,1122.38,3,2,Customers Needing Attention
16107,18,1.1666666666666667,2889.1600000000003,3,2,Customers Needing Attention
14704,20,1.1666666666666667,1398.21,3,2,Customers Needing Attention
17725,17,1.2222222222222223,3202.7799999999997,3,2,Customers Needing Attention
13268,18,1.2222222222222223,3143.54,3,2,Customers Needing Attention
13914,12,2,613.95,3,3,Potential Loyalists
16347,12,2,819.19999999999993,3,3,Potential Loyalists
14710,15,2,589.12999999999988,3,3,Potential Loyalists
16173,16,2,1265.5200000000002,3,3,Potential Loyalists
15814,17,2,1759.0300000000002,3,3,Potential Loyalists
17100,19,2,971.74,3,3,Potential Loyalists
17387,20,2,711.7600000000001,3,3,Potential Loyalists
14434,22,2,1372.8,3,3,Potential Loyalists
12709,16,1.25,6972.87,3,3,Potential Loyalists
16713,19,1.25,5792.03,3,3,Potential Loyalists
12931,22,1.25,42055.959999999992,3,3,Potential Loyalists
13004,12,1.5,5470.5099999999993,3,3,Potential Loyalists
13418,12,1.5,5552.28,3,3,Potential Loyalists
15465,20,1.5,3020.0200000000004,3,3,Potential Loyalists
17139,16,1.2,9557.67,3,3,Potential Loyalists
15971,18,1.2,4199.85,3,3,Potential Loyalists
14709,16,1.0833333333333333,4876.24,3,3,Potential Loyalists
17975,16,1.0833333333333333,4232.8099999999995,3,3,Potential Loyalists
13488,18,1.0833333333333333,7657.51,3,3,Potential Loyalists
16722,18,1.0833333333333333,4730.81,3,3,Potential Loyalists
13266,12,1.3333333333333333,3754.3599999999997,3,3,Potential Loyalists
13571,13,1.3333333333333333,2039.7199999999996,3,3,Potential Loyalists
15555,13,1.3333333333333333,4220.7199999999993,3,3,Potential Loyalists
15738,19,1.3333333333333333,4778.52,3,3,Potential Loyalists
15105,19,1.4,2191.13,3,3,Potential Loyalists
15150,18,1.1111111111111112,4883.77,3,3,Potential Loyalists
12757,16,1.1428571428571428,3982.1999999999989,3,3,Potential Loyalists
15601,12,1.1666666666666667,6400.2100000000009,3,3,Potential Loyalists
13050,15,1.4166666666666667,5282.16,3,3,Potential Loyalists
15044,20,1.4166666666666667,6581.5800000000008,3,3,Potential Loyalists
12906,12,1.6666666666666667,2887.16,3,3,Potential Loyalists
15511,12,1.6666666666666667,670.43000000000018,3,3,Potential Loyalists
17813,15,1.6666666666666667,1324.33,3,3,Potential Loyalists
15473,15,3.5,1771.2,3,4,Loyal Customers
18172,15,1.9,6902.6800000000021,3,4,Loyal Customers
15009,13,3,1161.6299999999999,3,4,Loyal Customers
17523,12,4,601.89,3,4,Loyal Customers
18041,12,1.75,4014.9900000000007,3,4,Loyal Customers
17068,13,1.75,4238.99,3,4,Loyal Customers
16814,15,1.75,5927.4499999999989,3,4,Loyal Customers
12474,18,1.6363636363636365,6381.9399999999987,3,4,Loyal Customers
17961,22,3.1666666666666665,922.7399999999999,3,4,Loyal Customers
15838,12,1.5833333333333333,33643.079999999994,3,4,Loyal Customers
16923,13,1.5833333333333333,6350.1600000000008,3,4,Loyal Customers
16945,22,1.5833333333333333,4317.8,3,4,Loyal Customers
12681,15,1.8333333333333333,11649.039999999997,3,4,Loyal Customers
12540,20,1.4166666666666667,9314.04,3,4,Loyal Customers
17651,12,1.6666666666666667,3881.25,3,4,Loyal Customers
18229,12,1.6666666666666667,5714.8,3,4,Loyal Customers
14607,16,1.4444444444444444,14769.5,3,4,Loyal Customers
16422,18,4.25,34684.399999999994,3,5,Loyal Customers
18139,18,6,8438.340000000002,3,5,Loyal Customers
13018,17,2.8,6993.2,3,5,Loyal Customers
14849,22,2.0833333333333335,7580.89,3,5,Loyal Customers
15005,16,2.3333333333333335,5904.1200000000017,3,5,Loyal Customers
16011,9,1.2307692307692308,3322.76,4,2,Potential Loyalists
15060,9,2,277.58999999999992,4,2,Potential Loyalists
14785,11,2,77.4,4,2,Potential Loyalists
16479,11,2,271.33000000000004,4,2,Potential Loyalists
17468,11,2,137,4,2,Potential Loyalists
17772,11,2,142.57000000000002,4,2,Potential Loyalists
13808,6,1.25,1485.56,4,2,Potential Loyalists
16438,6,1.25,748.6,4,2,Potential Loyalists
17131,6,1.25,2008.4699999999998,4,2,Potential Loyalists
16813,9,1.25,1663.13,4,2,Potential Loyalists
14126,8,1.5,676.18000000000006,4,2,Potential Loyalists
16759,8,1.5,721.04000000000008,4,2,Potential Loyalists
15297,11,1.5,624.93999999999994,4,2,Potential Loyalists
17750,6,1.2857142857142858,1797.57,4,2,Potential Loyalists
17183,8,1.2,3175.4100000000003,4,2,Potential Loyalists
16241,10,1.0833333333333333,2444.72,4,2,Potential Loyalists
16782,11,1.0833333333333333,1943.2000000000003,4,2,Potential Loyalists
16513,5,1.3333333333333333,874.59000000000015,4,2,Potential Loyalists
13558,6,1.3333333333333333,561.11,4,2,Potential Loyalists
17350,9,1.3333333333333333,1168.07,4,2,Potential Loyalists
16361,10,1.3333333333333333,733.0100000000001,4,2,Potential Loyalists
13147,11,1.3333333333333333,712.80000000000007,4,2,Potential Loyalists
13429,11,1.3333333333333333,994.05,4,2,Potential Loyalists
14824,11,1.3333333333333333,1127.71,4,2,Potential Loyalists
15271,8,1.1538461538461537,2261.57,4,2,Potential Loyalists
12704,8,1.1428571428571428,1586.64,4,2,Potential Loyalists
16326,6,1.1666666666666667,2925.86,4,2,Potential Loyalists
16474,8,1.1666666666666667,1816.05,4,2,Potential Loyalists
13230,5,1.0769230769230769,2361.12,4,2,Potential Loyalists
18065,6,1.0769230769230769,2289.88,4,2,Potential Loyalists
14560,8,1.3076923076923077,1049.82,4,2,Potential Loyalists
14711,11,1.2222222222222223,2015.9999999999998,4,2,Potential Loyalists
16592,5,1.4545454545454546,3979.7299999999996,4,3,Potential Loyalists
15046,10,1.3636363636363635,4761.12,4,3,Potential Loyalists
15621,5,2,1293.03,4,3,Potential Loyalists
16910,5,2,1194.96,4,3,Potential Loyalists
12856,8,2,2009.9799999999996,4,3,Potential Loyalists
17086,8,2,1954.1800000000003,4,3,Potential Loyalists
12882,10,2,1463.04,4,3,Potential Loyalists
14432,10,2,2152.06,4,3,Potential Loyalists
14893,10,2,1136.8500000000004,4,3,Potential Loyalists
15654,10,2,907.5300000000002,4,3,Potential Loyalists
16295,10,2,1143.6000000000001,4,3,Potential Loyalists
13467,11,2,920.61000000000013,4,3,Potential Loyalists
14554,11,2,2190.64,4,3,Potential Loyalists
16500,5,2.5,235.86000000000004,4,3,Potential Loyalists
14385,10,3,202.10999999999999,4,3,Potential Loyalists
14836,11,3,102.44999999999999,4,3,Potential Loyalists
16360,5,1.5,3270.83,4,3,Potential Loyalists
14456,6,1.5,2915.1999999999994,4,3,Potential Loyalists
15113,10,1.5,3524.3300000000004,4,3,Potential Loyalists
13576,11,1.5,6594.24,4,3,Potential Loyalists
15089,11,1.5,1920.2900000000002,4,3,Potential Loyalists
14060,5,1.4615384615384615,6140.4199999999992,4,3,Potential Loyalists
17576,9,1.4615384615384615,3018.98,4,3,Potential Loyalists
12627,11,1.2,3994.48,4,3,Potential Loyalists
16818,11,1.5714285714285714,3197.4700000000003,4,3,Potential Loyalists
13001,5,1.0833333333333333,9767.82,4,3,Potential Loyalists
17173,6,1.3333333333333333,3318.7000000000007,4,3,Potential Loyalists
13297,8,1.3333333333333333,2089.8500000000004,4,3,Potential Loyalists
15640,5,1.1538461538461537,10502.71,4,3,Potential Loyalists
16904,5,1.1538461538461537,3440.2699999999995,4,3,Potential Loyalists
15867,6,1.1538461538461537,3475.9900000000002,4,3,Potential Loyalists
17611,8,1.1538461538461537,3755.1699999999996,4,3,Potential Loyalists
16746,5,1.3846153846153846,6052.71,4,3,Potential Loyalists
18198,5,1.4166666666666667,5360.76,4,3,Potential Loyalists
15144,9,1.4166666666666667,6421.6399999999994,4,3,Potential Loyalists
14102,6,1.6666666666666667,1327.8799999999997,4,3,Potential Loyalists
12683,5,1.0769230769230769,6659.07,4,3,Potential Loyalists
18223,5,1.0769230769230769,6268.7400000000007,4,3,Potential Loyalists
13458,8,1.0769230769230769,9447.9700000000012,4,3,Potential Loyalists
14092,8,1.0769230769230769,3973.2100000000005,4,3,Potential Loyalists
17706,5,1.3076923076923077,8082.64,4,3,Potential Loyalists
17920,5,1.3076923076923077,3639.25,4,3,Potential Loyalists
14088,11,1.1818181818181819,39808.500000000015,4,3,Potential Loyalists
14194,5,1.9090909090909092,10218.570000000002,4,4,Loyal Customers
14895,8,1.7272727272727273,9105.9600000000009,4,4,Loyal Customers
18241,10,2.4285714285714284,1916.2399999999998,4,4,Loyal Customers
15615,11,1.9166666666666667,9532.239999999998,4,4,Loyal Customers
13319,6,2,10259.15,4,4,Loyal Customers
15769,8,2,56252.72,4,4,Loyal Customers
16333,8,2,26626.800000000003,4,4,Loyal Customers
13704,6,2.25,1915.5599999999997,4,4,Loyal Customers
17502,10,4,663.60000000000014,4,4,Loyal Customers
15251,10,1.375,9635.7400000000016,4,4,Loyal Customers
13985,5,1.5,7028.2300000000014,4,4,Loyal Customers
14031,8,1.4615384615384615,14342.960000000001,4,4,Loyal Customers
15358,5,1.6923076923076923,8049.2999999999993,4,4,Loyal Customers
12841,5,1.9230769230769231,3741.1500000000005,4,4,Loyal Customers
13854,9,1.9230769230769231,5003.9199999999992,4,4,Loyal Customers
17306,11,1.5833333333333333,8631.31,4,4,Loyal Customers
15290,5,1.3846153846153846,6794.7699999999995,4,4,Loyal Customers
13969,8,1.3846153846153846,8457.84,4,4,Loyal Customers
16931,6,1.6153846153846154,4287.4699999999993,4,4,Loyal Customers
14688,8,1.6153846153846154,5536.4199999999992,4,4,Loyal Customers
14367,9,1.6,8675.12,4,4,Loyal Customers
14180,11,2.0833333333333335,2225.0199999999995,4,4,Loyal Customers
15993,9,2.3333333333333335,2388.369999999999,4,4,Loyal Customers
16033,6,1.5384615384615385,7585.2,4,4,Loyal Customers
17857,5,1.7692307692307692,26409.54,4,4,Loyal Customers
14096,5,3.4,42425.750000000058,4,5,Champions
17811,5,3.25,7044.9300000000012,4,5,Champions
15078,8,2.4615384615384617,9628.36,4,5,Champions
14298,9,3.3846153846153846,49286.950000000004,4,5,Champions
16839,9,2.6153846153846154,13950.55,4,5,Champions
17381,9,2.2307692307692308,18949.61,4,5,Champions
17450,9,3.5384615384615383,190008.72999999992,4,5,Champions
12921,10,3.0833333333333335,16047.889999999998,4,5,Champions
14156,10,4.333333333333333,98696.279999999984,4,5,Champions
15039,10,3.8333333333333335,18107.590000000004,4,5,Champions
16168,11,2.25,3736.6,4,5,Champions
15152,10,2.1666666666666665,4253.89,4,5,Champions
18118,11,2.1666666666666665,4937.4199999999992,4,5,Champions
12901,9,2.8,17501.54,4,5,Champions
14667,11,2.0833333333333335,8369.15,4,5,Champions
16684,5,2.1538461538461537,62829.46,4,5,Champions
15856,5,2.0769230769230771,16132.270000000004,4,5,Champions
13860,2,1.25,1116.05,5,2,Potential Loyalists
13323,4,1.25,787.84999999999991,5,2,Potential Loyalists
16076,4,1.25,2217.7299999999996,5,2,Potential Loyalists
13318,2,1.5,504.76,5,2,Potential Loyalists
13521,2,1.5,1041.0499999999997,5,2,Potential Loyalists
15156,2,1.5,794.19,5,2,Potential Loyalists
17835,3,1.5,350.64,5,2,Potential Loyalists
12828,3,1.2,961.96,5,2,Potential Loyalists
16678,3,1.2,3046.14,5,2,Potential Loyalists
16688,2,1.3333333333333333,1260.8600000000001,5,2,Potential Loyalists
14910,3,1.3333333333333333,374.65,5,2,Potential Loyalists
12723,4,1.3333333333333333,594.36999999999989,5,2,Potential Loyalists
17346,4,1.1538461538461537,2310.3100000000004,5,2,Potential Loyalists
17644,2,1.1,2870.6400000000003,5,2,Potential Loyalists
16929,4,1.1666666666666667,1295.39,5,2,Potential Loyalists
16794,2,1.4285714285714286,1197.2100000000003,5,2,Potential Loyalists
14217,2,1.3076923076923077,1546.9299999999998,5,2,Potential Loyalists
14702,2,1.3076923076923077,2697.14,5,2,Potential Loyalists
17528,2,2,2888,5,3,Loyal Customers
14216,4,2,1629.3999999999996,5,3,Loyal Customers
12437,2,1.5,3354.1599999999994,5,3,Loyal Customers
13924,2,1.5,1700.05,5,3,Loyal Customers
12950,3,1.5,1843,5,3,Loyal Customers
13949,3,1.5,2427.32,5,3,Loyal Customers
14534,3,1.5,3569.4999999999995,5,3,Loyal Customers
15187,2,1.625,3267.08,5,3,Loyal Customers
13536,2,1.75,3224.94,5,3,Loyal Customers
17434,3,1.75,2134.02,5,3,Loyal Customers
16161,2,1.4615384615384615,4900.06,5,3,Loyal Customers
13267,3,1.4615384615384615,4064.6899999999996,5,3,Loyal Customers
14110,4,1.2,5649.1499999999987,5,3,Loyal Customers
13709,4,1.0833333333333333,5651.0499999999993,5,3,Loyal Customers
17730,4,1.0833333333333333,5198.98,5,3,Loyal Customers
13471,2,1.3333333333333333,2324.58,5,3,Loyal Customers
14121,4,1.3333333333333333,2633.8999999999996,5,3,Loyal Customers
18283,4,1.3333333333333333,2051.98,5,3,Loyal Customers
13269,2,1.1538461538461537,5001.6799999999994,5,3,Loyal Customers
14135,2,1.1538461538461537,4605.3099999999995,5,3,Loyal Customers
12583,3,1.1538461538461537,6424.13,5,3,Loyal Customers
14189,3,1.1538461538461537,4226.18,5,3,Loyal Customers
12989,4,1.1538461538461537,6176.1099999999988,5,3,Loyal Customers
14282,4,1.1538461538461537,3729.34,5,3,Loyal Customers
15194,4,1.1538461538461537,7133.5300000000007,5,3,Loyal Customers
17451,2,1.4,1701.4999999999998,5,3,Loyal Customers
14085,3,1.3846153846153846,4196.69,5,3,Loyal Customers
